Timestamp,Canal1,Canal2,Canal3,Canal4,Canal5,Canal6,Canal7,Canal8,Canal9,Canal10,Canal11,Canal12,Canal13,Canal14,Canal15,Canal16,Canal17,Canal18,Canal19,Canal20,Canal21,Canal22,Canal23,Canal24,Canal25,Canal26,Canal27,Canal28,Canal29,Canal30,Canal31,Canal32,Canal33,Canal34,Canal35,Canal36,Canal37,Canal38,Canal39,Canal40
195864.83376210005,0.00784022473814008,0.0018689282351432206,0.0021827848799280034,0.001857701547557583,0.0021040705021878048,0.0025054701302793603,0.0019426126358484325,0.005934964561207199,0.010045333097129992,0.005519540150107484,0.0076932562832000605,0.005597347919617698,0.006650722765972805,0.005555335854112326,0.0065232760309357546,0.00800566775050141,0.020558651900280323,0.007332349602268189,0.007835410588486809,0.00848764693123688,0.006995234559501009,0.009351053047514575,0.008568037967988742,0.016840333803244206,0.04000918740304925,0.025465510072140513,0.05494392263334233,0.022304558194778612,0.0250025843191804,0.02991712834391169,0.028436376645993515,0.05069315172427449,0.03457270615593983,0.02108155102000165,0.036817849161970236,0.02060901828401961,0.026915062722990664,0.025499973175290038,0.023398595186302527,0.02874764236299687
195864.9282764,0.007763823843414384,0.0018119199968784953,0.0022048134282082626,0.001912269570834437,0.002036116018706894,0.0024899220655886746,0.001825524116332477,0.005972417273273824,0.009913642423053093,0.005678492353803881,0.007532591449261715,0.0056483238158701625,0.006664670943583133,0.00546198251791353,0.006336124381096848,0.008347942666412943,0.020411343050920374,0.007105407110394068,0.007263156942411463,0.008376695003687627,0.006883517244107336,0.009343209320910553,0.008493582850367958,0.017897994555074497,0.03881682105513698,0.024985867022971946,0.054054783098598395,0.02179144991103401,0.024375536497371123,0.02908152465797557,0.0278119906952254,0.051514521461159674,0.03349075016872085,0.0212665443960234,0.035722863595781,0.020787460899325948,0.02645320011972567,0.02576850507071367,0.023424619705280526,0.02844660579807261
195864.9382764,0.007642374311826676,0.0017999309190509637,0.0021113613376596537,0.0018155579206081101,0.0019107173123275138,0.00235778591447004,0.0017718167380469092,0.006039025333621115,0.009786399524987664,0.005644130503006271,0.007519125552590777,0.005461230119680049,0.00656001065066445,0.005195765437772189,0.006107224787841613,0.008656223437436454,0.020284758959276294,0.006708252087476256,0.0068605616039798464,0.008094541336261816,0.006659541046464019,0.009160390205919421,0.00841589831562817,0.0188514306655529,0.037725310043339816,0.0244693388078146,0.05309703710182462,0.02140623800270503,0.023892645379334516,0.028647727607940356,0.027195545060475966,0.05212040487688292,0.0323879095516514,0.021252020012594602,0.03487772353701574,0.020732805945575902,0.02616448170277267,0.025813668948739377,0.023507737228061282,0.028395667871452115
195864.9482764,0.007509960882474587,0.0017441908331872922,0.002226317729113798,0.0017394547877331143,0.001824600688221664,0.0022515273998057347,0.001775845848905884,0.006097030940858908,0.009655316365022261,0.005657129439817386,0.007409306718795529,0.00527289541604507,0.006432158240085842,0.004910374026553695,0.0058387708300836,0.008926676463010916,0.02017074747875105,0.00667424595217814,0.006591336263172368,0.007833676641960247,0.006421693942742099,0.008965733225494738,0.008362253886995602,0.019709798811188877,0.03662627171853836,0.024134979560967662,0.05211052477896438,0.02106902237371983,0.023468453980053438,0.028900000507274735,0.026633069593833353,0.05267153208650421,0.03127570042749413,0.02123252360577961,0.03414729972843577,0.020721199228603635,0.025901598622771724,0.02591545420777076,0.023640257904970336,0.028339704630733892
195864.95827640002,0.00739101867886459,0.001796946805738491,0.002251136545743322,0.0016821980815258583,0.0019436799488803896,0.00219395611186695,0.0017692253106650583,0.006346807836491777,0.009539164596295002,0.005622525782416187,0.007156612822840026,0.005079143711582583,0.006270739342579279,0.004605982145204432,0.0056152615923001055,0.009498004182973346,0.02008895556241972,0.006747608610212461,0.0067896549816133835,0.007591975287526575,0.006243555750625401,0.008796096234135622,0.00827777611880292,0.02086886246119529,0.03552714546406288,0.023820183334325132,0.05106348486594297,0.02074678276694368,0.02296395614302506,0.02918061607153887,0.026049485676351822,0.05306670402881904,0.03109020878331953,0.0212234988237812,0.03321412074967951,0.020775317278434968,0.02568457486458201,0.02605515580805912,0.023761835334265728,0.028203773348286616
195864.96827640003,0.0074532875430251624,0.0018658846693806919,0.002299769982156887,0.0016637478379916846,0.0019543246019759833,0.0021176647961668473,0.0017755868893545197,0.006479241249860692,0.009615368981521913,0.005569181114036002,0.007105813452069521,0.004940954568300967,0.005996503342619745,0.004332559494729697,0.00534306929112793,0.00967230677612733,0.020122438116477005,0.0068566693836361265,0.0068431874997517276,0.007355347208831012,0.00606035960385016,0.008565963627042253,0.008291171405281074,0.021865284191865415,0.034383942462077,0.02362758537376737,0.049821949843033154,0.02047282854162139,0.02252754251905349,0.02941716554643492,0.02540113222807095,0.05317943519999966,0.03094799719051788,0.02131938080424232,0.032037722963478635,0.020871754814563836,0.025411273450476016,0.02610015981395022,0.023726460959948955,0.027956493788623044
195864.97827640004,0.007316711442968315,0.001858729225622836,0.002320652946672622,0.0016332119272153228,0.001954676986806007,0.002072122720622719,0.0017932139579289548,0.006609194646741558,0.009469435032519563,0.0054134010399437115,0.0070420910837518365,0.0046955441803444775,0.005731969582829008,0.0040996967378710125,0.0051492176665813155,0.009950568889343314,0.019884247287665687,0.00708124510178421,0.0070495264702787235,0.0072502132947135645,0.006178222004417685,0.008435525950820314,0.008225540563356552,0.02271481673752893,0.034475224121864885,0.023599173430912616,0.04871705753356961,0.020201422944578242,0.022163620249982648,0.02947879092525371,0.024910204870734903,0.05302781246754097,0.03104860206028877,0.02158261293840382,0.03073107734921566,0.02090058642177193,0.025027188640695995,0.025933160046678182,0.02369092937803316,0.028407343866349383
195864.98827640005,0.007268504665313975,0.0018683811726826216,0.0023945600026319654,0.0015873969033080523,0.0019673816589693663,0.0021259175289818984,0.0018428774038764025,0.006655884637518841,0.009403237976784985,0.005393669820931021,0.007012533390599085,0.0045515796562002825,0.005601545229284954,0.003960416134203775,0.004942413068462284,0.01004779712640458,0.01968294961844988,0.007309349331169788,0.00713238420084075,0.007059840887496276,0.0063258552609841,0.0083679240187029,0.008241979415597235,0.023700092715881558,0.035207950089183156,0.02360403887287574,0.047804038430986955,0.020415126691439342,0.021786527181555985,0.029708044901740654,0.024495104866841654,0.052711681308574496,0.031205076912032694,0.021699965746542295,0.02937491400579459,0.02084460319703688,0.024729733211586877,0.025752842930593607,0.02355819020920681,0.02903007780505992
195864.99827640006,0.007225714222353249,0.0018953531005916232,0.002558466077565939,0.0015528082339194723,0.0020447039834041933,0.0020685300939979087,0.0017733381878612265,0.006821827916434703,0.009344124588881163,0.005331071220492827,0.007082916431724718,0.004377124185317584,0.005481726726537157,0.003759767945534797,0.00463014648528292,0.010310824091326673,0.019481785176012907,0.007397791262166763,0.00725659618968764,0.006904048156859995,0.006250158469784557,0.008454750575006477,0.008376760950943151,0.024429634563185632,0.03580873358381253,0.023673412721151685,0.046772644670872145,0.02076706521175381,0.021491834875839944,0.030124301314074203,0.024331177309089593,0.05230427914796244,0.031213430231065768,0.021732062742099677,0.028292132012546815,0.020731601575495216,0.02442277338407553,0.02548840642635142,0.023277670568223437,0.029471135714541744
195865.0777084,0.007168446691470213,0.0019250794921530775,0.002565640006539358,0.0014667417363891599,0.0020262031136940614,0.0019601164696524437,0.001783911065029722,0.007030497023323557,0.009259995208715139,0.0052802958305425115,0.006979880839373951,0.0041625584611974095,0.005282370504555949,0.003631437250820164,0.004383490760011251,0.010619567825406644,0.019334339103070756,0.007485832180559438,0.007179612427804532,0.006816965139007157,0.006218299284027397,0.008660498018635436,0.008566743003698448,0.025074947776373445,0.0363570337211869,0.02376402291797423,0.04559800014908076,0.021153993080994207,0.021269472720622233,0.03063053909283419,0.024701915460165733,0.052112219423591184,0.03110683015624722,0.02172783145960382,0.027452872583799415,0.02053783521608706,0.024117220431348705,0.025059714626481235,0.02308708966109727,0.029527975587464714
