Timestamp,Canal1_Delta,Canal1_Theta,Canal1_Alpha,Canal1_Beta,Canal1_Gamma,Canal2_Delta,Canal2_Theta,Canal2_Alpha,Canal2_Beta,Canal2_Gamma,Canal3_Delta,Canal3_Theta,Canal3_Alpha,Canal3_Beta,Canal3_Gamma,Canal4_Delta,Canal4_Theta,Canal4_Alpha,Canal4_Beta,Canal4_Gamma,Canal5_Delta,Canal5_Theta,Canal5_Alpha,Canal5_Beta,Canal5_Gamma,Canal6_Delta,Canal6_Theta,Canal6_Alpha,Canal6_Beta,Canal6_Gamma,Canal7_Delta,Canal7_Theta,Canal7_Alpha,Canal7_Beta,Canal7_Gamma,Canal8_Delta,Canal8_Theta,Canal8_Alpha,Canal8_Beta,Canal8_Gamma
3118.8643131,0.015211384633351243,0.016190208438804803,0.015295759816924222,0.015413706816496307,0.016229479696402555,0.015991223586469604,0.01567171779319519,0.015527224025672066,0.024581046797333753,0.02546476933125018,0.024002035222901907,0.02443455329586029,0.025305001113533405,0.025261182825973953,0.024995112961423226,0.024822504346762152,0.04036301907589099,0.040653434802006366,0.04025478297622832,0.03992645890246269,0.03998193453317037,0.040455481124939366,0.040623618648902675,0.041771809661488205,0.0488906040647537,0.05319945119125211,0.04817292739437284,0.049321091761602605,0.053688905060414224,0.05054564303474629,0.04983016194168066,0.051657329909930515,1.0670205618739776,1.1035408143864531,1.0518085790523892,1.07319119994401,1.102391013994379,1.102269681702357,1.0769217202817196,1.0756206595340256
3118.8743131,0.014815653138565303,0.015538285845118892,0.015044312923618632,0.014939795183353304,0.015628864067514518,0.015578344472979568,0.015216733688521543,0.015113223142704224,0.02393258143855866,0.02483613344623717,0.02469790000505159,0.023803410082869566,0.024658225070313965,0.024660942896602235,0.024351145338701665,0.02418886179940045,0.0397091127354682,0.04020087409243976,0.03897584053835669,0.03894522502457998,0.039544076730916214,0.03996739949159927,0.03989118578049784,0.04113578768385648,0.047622189206945754,0.0512588113109313,0.04759192541186517,0.04799703074281007,0.05144466266740876,0.04859584248111266,0.048381187495050666,0.05006320222322215,1.0436140023908362,1.0767556237920082,1.031260874396526,1.049563889017407,1.0756455569544545,1.0755227751550787,1.0532302899709982,1.051964017399794
3118.8843131000003,0.01492677093345421,0.015100433371935881,0.014749788483643922,0.014880930263392014,0.015161459230249906,0.015106282027526821,0.014964903102092903,0.014894985688559305,0.02459739372309704,0.024218451466980127,0.024225834895063265,0.024505435271272667,0.024041667525070306,0.024041811409991447,0.025089994408775282,0.024986096173031547,0.03857621882162871,0.039330311699736845,0.03775594687340115,0.03754843017814923,0.03868948289992468,0.039054569571042565,0.03872560334420294,0.04000027986061622,0.04704418749149749,0.05000014865333423,0.045843467824552155,0.04739698265999988,0.049863948252793694,0.047325120135495266,0.04768424624052798,0.04924328732276186,1.023339913564277,1.0530746810933167,1.0157333252975136,1.0290425312893265,1.0520267725416972,1.0518816512760458,1.0326240081650158,1.0313984923299935
3118.8943131000005,0.014424215542861276,0.015015735779558118,0.014743510837825128,0.014412265100799607,0.014939051777927394,0.014886255337742123,0.014637684810591621,0.014623693334278171,0.024084350720474067,0.02489673564339449,0.023559927486402846,0.024044721082841246,0.02476329836624704,0.024812357795285938,0.024638539481473026,0.024560191477374628,0.0374769353595542,0.03804059654452847,0.035511501975691855,0.036193298009996364,0.037389714451985266,0.037699581287810834,0.03742237632908492,0.03864540615241429,0.04517204749178346,0.0495128264126335,0.04536795480552753,0.04553712084022346,0.049100803947331385,0.04675063560700829,0.04577401404020891,0.047305876859560066,1.0080510215878018,1.032471895158011,1.0006261333310873,1.0135274309005284,1.0314943303456174,1.0313237148035679,1.0170335333938232,1.015811598694616
3118.9043131000008,0.014725725062850402,0.01462389050991085,0.014525579805271534,0.014560583809143138,0.014600920880971582,0.014524729818422554,0.014430755645434378,0.014417977865076132,0.023442637294850428,0.024399362774498314,0.023676269103289946,0.02328870174551113,0.02432002889223652,0.024380108840420807,0.023816863322996516,0.023768387427248926,0.03515955412950287,0.03678930399233664,0.03385133377471404,0.034075295983545584,0.03617291697736989,0.03629810751690734,0.035017116051177195,0.03617233077954301,0.04444688347643197,0.04786496037241349,0.04334862053148335,0.044674765217096894,0.04722512011530029,0.04487681694988092,0.04479239913373871,0.046489655005409136,0.9931872615916661,1.0169122011018008,0.9900786651738516,0.9984073638981955,1.015963967497036,1.015774764154803,1.0018129387932508,1.0006172657566879
3118.914313100001,0.014122503518168317,0.014779278231139467,0.014474499325997682,0.014093922377304438,0.014589464710259398,0.014375401251095439,0.01432985767675005,0.014338446807181663,0.023410508324866124,0.023724960826419252,0.023536317036657373,0.023352544017929768,0.0235611238628768,0.02357078813341363,0.023901512953733897,0.02388217108998236,0.03341250075243879,0.034603937177434776,0.03303326273287286,0.03232416320251352,0.03414791790068957,0.03416250090390106,0.033101874523973854,0.034220185434601855,0.042119925905517844,0.047402418312576425,0.04207038686007513,0.042249334404873266,0.04663869846742954,0.04388989695307744,0.04219377084449155,0.04404136780700825,0.9828573048026308,1.0017454088035942,0.9796267792368246,0.9878622831648365,1.000834521329473,1.0006031117437042,0.9911905225793127,0.9900181269255481
3118.924313100001,0.014129123556808721,0.01435125656196683,0.014130374556262,0.014023650580539133,0.014321519012662648,0.01420188269753491,0.014202979153924739,0.014233694587785584,0.023203559175692053,0.02378900027447057,0.023362405464099276,0.023218816306404454,0.02366452915953884,0.023658475334708492,0.023765629632927002,0.02376374314173867,0.03254087787457633,0.03290673193194031,0.033385415748301256,0.032214045940733675,0.03254254054477622,0.03235044085237131,0.032736635974328104,0.03400624454407442,0.042627114923478725,0.04531377413911014,0.04062578225179098,0.041044069040234006,0.04443291331640314,0.041300304103970994,0.04048983498213025,0.04244754121282006,0.9725997381161441,0.9911435414880237,0.9712478593459305,0.9774331630197772,0.9902962618071903,0.9900202585540095,0.9807061506245343,0.979551234324153
3118.9343131000014,0.01389595670982734,0.014323023142995717,0.014090184033890275,0.013709714998887889,0.014229956244371421,0.014075070788099019,0.013793641208216188,0.013817548753678468,0.023070809348723402,0.02362250676895811,0.02286241602126674,0.02298907471990697,0.02353544573352378,0.023530950662005824,0.023498851001912863,0.02350016728248777,0.03293946042242938,0.0317668542703542,0.03468217860011011,0.03254142143983399,0.032782188874548014,0.03268294558245684,0.03316626302618572,0.034343705310332685,0.042408750903893906,0.04386453323892247,0.04177926769656749,0.040812848636491435,0.04305191117233571,0.041136397862503546,0.039605062621196584,0.0412281298288039,0.9644136879684365,0.980640240672508,0.9663720576684849,0.969106084333064,0.9798552898078857,0.9795800539409509,0.9722755600597359,0.971147843338522
3119.0588878,0.013905756871678582,0.014034183489673977,0.014372424964856224,0.01362464703606496,0.013878734484127096,0.013685580967901586,0.013692708600569361,0.013704890857226206,0.022534153231819377,0.023459096131107936,0.022787390693032535,0.02249948495943044,0.023311678035789343,0.023277076376789826,0.02299669262712086,0.02297353781295901,0.03432220783729956,0.032139111206709085,0.03636095858209143,0.03382837613618487,0.03306542634181966,0.03303960699208107,0.03453662567969523,0.03575883749060254,0.04365400028939769,0.04215233198720213,0.04252698434104049,0.041943344468311855,0.041309129045801155,0.0409069040778147,0.040479043613044455,0.04217697094768022,0.9596872708135652,0.9722001856773411,0.9620545721176468,0.9642636213247546,0.971476284651853,0.9712059941629487,0.9673969446327213,0.9662638562077848
3119.0688878,0.014233478760403867,0.014014218124597482,0.014508947774201537,0.013876938587148375,0.013794303345307006,0.013595455716554008,0.013933168281424272,0.013971757417914376,0.022420811881991683,0.022954872741243963,0.022525251018457496,0.022424387688735663,0.022826660618362495,0.02280016181205184,0.02294012453682672,0.022941344894120867,0.03610262652885555,0.03339813357660902,0.03790021015859688,0.03550727868680272,0.034343337604423096,0.0344393701311443,0.036338584476853564,0.03758752424413113,0.044590099599146046,0.04102239570785282,0.044699822509660536,0.04267502327314847,0.042033674888898837,0.042058793465780744,0.040921407144958885,0.042725313717623815,0.9555324711469003,0.9672915569215902,0.9607501860295529,0.9600050539845892,0.9665951965358233,0.9663642985408855,0.9630545616614541,0.9619136288437796
