Timestamp,Canal1,Canal2,Canal3,Canal4,Canal5,Canal6,Canal7,Canal8
99728.7471261,-267.5650276344489,-376.6937310265355,-780.5498083218704,-229.46650103825345,-549.7093734916298,95.08196350232822,-615.9064657623206,-115.41569904490326
99728.7511261,-296.704717484027,-407.16636191801575,-806.883743061795,-259.553433370627,-579.1238762930559,65.76440920968949,-646.6858219595489,-146.8235780016221
99728.7551261,-319.46850674410246,-427.56804763684994,-838.8161786072617,-282.51806091266855,-602.422252050646,44.81016446639649,-666.68382294991,-167.50804384684156
99728.7591261,-303.78506909775444,-409.38861426128324,-831.7857691725516,-266.32000927483773,-587.0205467926618,61.61772405572113,-647.9358170747614,-148.58817619437963
99728.7631261,-266.994490626077,-375.5246736734717,-782.248453588972,-228.85398902540152,-549.1598348994356,95.77640644566159,-614.7493700850005,-114.24863894244264
99728.76699369999,-290.62159418786325,-401.167188630812,-799.8762965520527,-253.34538914329357,-572.8808419813847,71.46185031765313,-640.9084635426135,-140.84037180530615
99728.77099369999,-317.27925814850727,-425.8404586069088,-834.5246436718427,-280.42075132844616,-600.2489814598762,46.42687061756332,-665.2539661410336,-165.87634467372868
99728.77499369999,-311.20311977248576,-416.79568551466593,-838.9910635453241,-273.98988814857387,-594.5774882388474,54.061764863930556,-655.6116767863693,-156.30900132940354
99728.77899369999,-269.6403565480985,-377.3292277922306,-787.3822825820486,-231.34099166993698,-551.8167238985567,93.74303070861654,-616.505990189283,-116.0422027259152
99728.78299369999,-285.3188174388452,-395.7515181099943,-794.2338780611161,-247.82880835429532,-567.3303188460701,76.80058303449735,-635.5267571959877,-135.20087824967916
99728.78699369999,-315.05305495978433,-424.0678604978008,-830.3439943436825,-278.1215775521118,-597.7279928132734,48.531186949803434,-663.5243689465516,-163.94988187061148
99728.7909937,-316.89556775394146,-422.9067921471497,-843.9890358416333,-279.8422034897861,-600.3738805631705,48.41528093119241,-661.7328242415576,-162.46408021697056
99728.7949937,-274.06283690830986,-381.2321392332333,-794.694446232998,-236.23008652352829,-556.6018744092806,89.54538837942269,-620.2939560381942,-119.85115607706642
99728.7989937,-279.93012617207705,-390.40980043118304,-789.1359340952706,-242.62696370133327,-562.0635144357848,81.81856603562036,-630.1940326018596,-129.73824505484234
99728.8063511,-311.34301462621045,-420.9723621694952,-825.0432257592054,-274.59240299447214,-594.0739191523396,51.67567248757564,-660.5117728891847,-160.89832305557593
99728.8103511,-320.3797768881651,-426.77268351139827,-845.8065993741571,-283.3094305369138,-603.6292899069834,44.758205937384965,-665.6236866953149,-166.5238249430429
99728.8143511,-280.3857612441084,-386.77270885734515,-803.643351296288,-242.2832401467066,-562.988754420132,83.95386158008527,-625.6036740516037,-125.5016399679798
99728.8183511,-274.60938508156806,-384.7133361206456,-784.4616255360545,-236.86457920695298,-556.7087873432085,87.33815361446112,-624.4496342768457,-124.00683431571797
99728.8223511,-307.18834046982937,-417.07743973090527,-819.3627394534933,-270.29584764770095,-589.7903295635825,55.699455788852966,-656.681853863669,-156.9634774327978
99728.8263511,-321.8336225321551,-428.8040729117779,-845.3809558029868,-285.00408130280897,-605.2299716690894,43.08154679782502,-667.7939450392732,-168.69508736927173
99728.8303511,-288.4982876039863,-394.4175729858218,-814.1209061327168,-250.8563783342172,-571.4749958354976,76.21804615159976,-633.1097128922523,-133.29240161592833
99728.8343511,-270.5216570191757,-380.2169247463033,-781.7907666966488,-232.5440350250681,-552.7090037909826,91.60973787172367,-619.6994083668332,-119.2666164865968
99728.8383511,-302.2632732775053,-412.58604876791526,-813.381552335656,-265.1669517544749,-584.905251039073,60.33674972828382,-652.1494701505939,-152.4310937197227
99728.83914459999,-321.603818659474,-429.24573814352465,-843.0318398476351,-284.7682747643806,-604.8972711915623,42.84773478151537,-668.3345342025351,-169.2806201280741
99728.84314459999,-297.23528765245976,-402.8768351471377,-824.501632513673,-259.3835688439168,-580.4308421631789,67.97164397465106,-641.4600102993486,-142.00243332428994
