Timestamp,Canal1_Delta,Canal1_Theta,Canal1_Alpha,Canal1_Beta,Canal1_Gamma,Canal2_Delta,Canal2_Theta,Canal2_Alpha,Canal2_Beta,Canal2_Gamma,Canal3_Delta,Canal3_Theta,Canal3_Alpha,Canal3_Beta,Canal3_Gamma,Canal4_Delta,Canal4_Theta,Canal4_Alpha,Canal4_Beta,Canal4_Gamma,Canal5_Delta,Canal5_Theta,Canal5_Alpha,Canal5_Beta,Canal5_Gamma,Canal6_Delta,Canal6_Theta,Canal6_Alpha,Canal6_Beta,Canal6_Gamma,Canal7_Delta,Canal7_Theta,Canal7_Alpha,Canal7_Beta,Canal7_Gamma,Canal8_Delta,Canal8_Theta,Canal8_Alpha,Canal8_Beta,Canal8_Gamma
107104.6656619,1.0,0.0001518733990327215,0.00019309921599984793,0.00010573172717123235,0.0009407684641680537,1.0,0.00015407553616685656,0.00018573688369780434,0.00010392245627936329,0.00018816160568573947,1.0,0.00015468460845692244,0.00018443073146535426,0.00010422269661509438,0.0002543681769570465,1.0,0.00016085332925681623,0.00018152548344094676,9.812255288059873e-05,0.0031629364929532827,1.0,0.0001563959691940942,0.00018022135428596308,0.0001060024465431548,0.0009506522730432157,0.23434117273705027,4.990542790845429e-05,5.962680814157481e-05,9.755960130804508e-05,1.0,1.0,0.00016956839106598175,0.00017947727531979115,0.00011600308215059685,0.01773329573780536,1.0,0.00019089948558723206,0.0001988468686877769,8.09400864930576e-05,0.12008915086316385
107104.9133455,1.0,0.00015369328636961608,0.00018902360320441428,0.00010349853109987917,0.0009313501577555982,1.0,0.00015496136688617266,0.0001841501700462638,0.00010349048389112164,0.00018746540291790043,1.0,0.00015574194917118093,0.00018313878038680705,0.00010386514655698893,0.0002534391466770334,1.0,0.00016166982245040265,0.00018378664728278493,0.00010022855187512552,0.0031761957035389074,1.0,0.00015535162183850977,0.00018173782306064244,0.00010508218765141663,0.0009462150251401111,0.2538108310135519,5.6253225704183965e-05,7.900497694421352e-05,0.00012129795145638591,1.0,1.0,0.00016287429650439054,0.00018395711844224446,0.00011341688578114315,0.017462243315666415,1.0,0.00019471784599209104,0.00020332102336091348,9.458224141394057e-05,0.12360240463726269
107105.1618169,1.0,0.00015767106596658966,0.00018651851408843024,0.00010221787845435968,0.0009223466717530516,1.0,0.00015777497927698896,0.0001841379726272355,0.00010298462690679076,0.0001865303424096967,1.0,0.00015853182945210659,0.00018343555303182714,0.00010290134483252836,0.00025193042246525227,1.0,0.00015942786740898556,0.00018361574852346978,0.00010393784405560169,0.0031910562140663274,1.0,0.00015733081482685197,0.00018520476531374997,0.00010331119771305318,0.0009393747148091194,0.27456041551512783,0.0001219603473963998,0.00013806157319614477,0.00024323489821993663,1.0,1.0,0.0001770625768846769,0.00018779733817361305,0.0001116510715836983,0.017136357207057223,1.0,0.00020389841064272964,0.00019764705499012374,0.000140273401514936,0.1277916286174682
107105.4682714,1.0,0.00016064484660494583,0.00018789227542553163,0.00010303306997125661,0.0009310067508112874,1.0,0.0001597328533396071,0.0001846951511951745,0.00010316783147046794,0.00018652363083113268,1.0,0.00016030927908439278,0.0001840148348632916,0.00010303688724985846,0.0002521901804688079,1.0,0.00015234837917603647,0.00018064605790904403,0.0001052454286757873,0.0031620357734154876,1.0,0.0001585220889981677,0.00018734213805793418,0.00010317325029812412,0.0009399194156665088,0.27021344272262254,0.00012459228745755245,0.00010404358894911487,0.00013094557567700833,1.0,1.0,0.00018367808872583774,0.00020216364078257486,0.00011331176425378595,0.017356242926543735,1.0,0.00016246765670758576,0.00016981511483692605,0.000142372019929689,0.12547895436649137
107105.7659215,1.0,0.00016047370300133337,0.00018898133844360657,0.00010297040405718146,0.0009333624066999714,1.0,0.00015846826845058762,0.00018550868212186285,0.00010296403746060035,0.00018629920929888848,1.0,0.00015920391318926573,0.00018513388248170558,0.00010285979031660697,0.00025221480435981666,1.0,0.00015003794932007727,0.00018232007764847386,0.00010545525303963963,0.003159525245151847,1.0,0.00015932781628614343,0.00018686458890584783,0.0001018416528939268,0.0009383159388941974,0.28213701021638776,0.00010691001860312211,6.712535720263255e-05,2.20248940802888e-05,1.0,1.0,0.00019182800889673654,0.00019633872112633926,0.00010349697288799477,0.017145408424322668,1.0,0.00013317489057331617,0.00016631061812647595,0.00013394653476617554,0.1275477712075217
107105.9759397,1.0,0.00016492725077130687,0.00018310659684360776,0.00010031331434000593,0.00092593912065732,1.0,0.00015914504347761842,0.00018281515123689962,0.00010148126269547948,0.00018555938644034534,1.0,0.00015972220856378536,0.0001824426005630843,0.00010146552231880884,0.0002515617118337176,1.0,0.00015003360528351436,0.00018943263910510563,0.00010540922949357309,0.003172302361133115,1.0,0.00016132962041539255,0.00018167062877789345,0.00010012532709244274,0.0009347964236699968,0.3093798432266495,0.00011589469989651193,9.260831943459107e-05,0.00011664276331967567,1.0,1.0,0.00020085334863678927,0.00017421224323536613,9.562040259561126e-05,0.016637036993483918,1.0,0.00014568062995728314,0.00019833131539768588,0.00014215473926917322,0.13345334597740433
107106.1532509,1.0,0.0001736203997786491,0.00018557565181899556,0.00010223874181894597,0.0009259522486617298,1.0,0.00016268581973087474,0.00018341746230812173,0.00010212247685654471,0.00018544711224085305,1.0,0.00016231932108931149,0.00018281778573637957,0.00010242832971987627,0.00025126490965286466,1.0,0.00014908868730008164,0.00018879408832016707,0.00010237441751525622,0.0031774556190993465,1.0,0.00016527395755805202,0.0001818763783274353,0.00010197112118875196,0.0009352409459398901,0.3234706202388576,0.00012081035514616273,9.901440664827767e-05,0.00019228921007832922,1.0,1.0,0.00020587833000175462,0.00017060156856803886,0.00010245279509059757,0.01647805006259565,1.0,0.0001432693554854875,0.00020122998250474486,0.0001320939198112816,0.1359193837614065
107106.4013764,1.0,0.0001723854345466687,0.00018452238033706748,0.00010349345308372547,0.0009313259368918616,1.0,0.00016339114569855365,0.00018256370803955137,0.00010281573933156099,0.00018615176849198978,1.0,0.00016331629782923195,0.00018200554773107342,0.0001029814543484435,0.0002519042921606725,1.0,0.0001512174701957961,0.0001847584920049558,9.981509542769251e-05,0.003169060786388821,1.0,0.00016636095515819304,0.00018270294028658593,0.00010368875115172842,0.0009421188408441932,0.31513703093538964,8.200206856877359e-05,7.712799952178586e-05,0.00014228782800115915,1.0,1.0,0.0001941966834620353,0.00018419863683425216,0.00011188511144716796,0.016806808179491987,1.0,0.0001446676334709204,0.0001809692784719807,9.908252633084955e-05,0.13173073178574263
107106.6494249,1.0,0.00016721431278952603,0.00018414155899049926,0.00010418559371816687,0.0009224594059845332,1.0,0.00016169777030276044,0.00018186611303384385,0.00010325163553325549,0.00018534358812191294,1.0,0.00016192217965047307,0.00018139651760273884,0.00010372694407194134,0.0002504023126196027,1.0,0.00015334967209016398,0.0001818227250705146,9.926038289912551e-05,0.003182966911211683,1.0,0.00016422988103163635,0.00018258026516127844,0.00010537578425824502,0.0009398899932169015,0.3270884453574258,4.931999264356826e-05,7.009048898273611e-05,0.00010453168804107723,1.0,1.0,0.00019001458078651232,0.00018784863670926385,0.00011812052863697746,0.01660560713861895,1.0,0.00016235649279325057,0.00018114299474879781,8.387282278215297e-05,0.13427846437080107
107106.8983618,1.0,0.00016424511044666468,0.00018389429414619892,0.00010428893656547046,0.0009311956666516575,1.0,0.00016058366263594953,0.00018163208735201035,0.00010347401942735197,0.00018601040142434956,1.0,0.00016046285560467904,0.0001810996989088034,0.00010361887778480316,0.00025114620153937297,1.0,0.00015376813978909128,0.00018228810986935636,0.00010229479813007578,0.003178982482056758,1.0,0.00016151304404199776,0.00018068222862023975,0.00010477835030200801,0.0009404854070284686,0.33379163156534786,9.214915643072571e-05,0.00012338039484428184,0.00019987865037777883,1.0,1.0,0.00019303476115209336,0.0001827833645491988,0.0001131750522798686,0.01650043824556155,1.0,0.0001974696877315202,0.00019892981419876172,0.00012111809893544911,0.1365941418934114
