Timestamp,Canal1,Canal2,Canal3,Canal4,Canal5,Canal6,Canal7,Canal8
107119.9809717,-203.66313646676156,-392.6599924550197,-354.2626858997381,145.24184283540203,-208.0965744204461,-93.25142329785245,-60.97823278881963,-5.338730670480897
107119.98306059999,-196.09916644468282,-378.9469352971835,-340.7694791033802,138.24743848123788,-195.05500819491323,-113.21646419629215,-47.319155966958,-8.026581146677968
107119.98706059999,-170.2828252012391,-361.516896541382,-321.8845906213183,187.1683130343855,-172.78581676453777,53.59813533251763,-30.269792630426547,36.99141675364351
107119.99106059999,-184.6713132228964,-380.2449080826233,-340.78347077154024,182.28223042760558,-192.00045896094176,29.45744368939455,-48.54417999266185,28.80296485751588
107119.99506059999,-201.78362542372577,-392.30825807010484,-353.80705082770675,150.91930598036495,-207.04442716826378,-74.32756114418416,-60.32575393602858,-0.42366119933387447
107119.99906059999,-200.6625239130138,-383.8140713080775,-345.7554897239457,133.86994537231794,-200.29382926887848,-129.90510824867883,-51.84753426488898,-12.949643585066665
107120.0030606,-171.76863776881774,-361.26609425252315,-321.77067093937274,181.0432147337417,-173.19849457769405,33.66207912418398,-29.8321437277616,31.70364666899366
107120.0070606,-180.73945801905415,-376.54486491600306,-337.0594387698064,187.06639868393452,-188.03562183730267,45.363722116156886,-44.83314649075526,33.34633344890846
107120.0110606,-199.42051780021404,-391.17617713804424,-352.53806546085735,156.6477263005534,-205.50366292425326,-55.32975160547831,-59.19466071533186,4.4804169986102504
107120.0150606,-203.8379777490731,-387.56706890052635,-349.5794279115897,131.97245907385346,-204.3385782445204,-137.64391955306914,-55.67847374358181,-15.426662705070644
107120.0201789,-174.6942933982886,-362.505109946387,-323.333415853956,172.86975585956012,-175.58058153890488,7.014390502618146,-31.266996391630304,24.174666731252653
107120.0241789,-176.87255165859742,-372.6729490581318,-333.19553374222323,190.4467071310417,-184.3575593412552,57.32316050258423,-41.29397749464644,36.67766832897118
107120.0281789,-196.8815429842449,-389.873227597003,-351.2581006726594,162.1713138375694,-204.22867489165665,-36.65268905400923,-57.92867122438729,8.64108972801197
107120.0321789,-205.92531199421728,-390.62659489009917,-352.61701688634065,132.57697117035494,-207.19630552560756,-135.80839167905427,-58.56216528251037,-15.301763601776438
107120.0361789,-179.76224586327325,-365.498715752117,-326.25608106449096,163.3063961025036,-178.83797721938333,-24.05975933794323,-33.83793813118812,16.30895770872276
107120.0401789,-174.43949660822338,-369.41356704098786,-329.44454431431524,192.09737472791596,-180.02803298862486,64.7821930134629,-37.763798854736386,39.55936261729656
107120.0441789,-194.58839370153325,-388.43835037677445,-349.1987497638352,167.18729413112035,-201.3779543585872,-19.40847918732123,-56.38290839689996,14.264593000633553
107120.0481789,-206.6986954490962,-392.8548280712385,-354.3855986663668,135.19088108272553,-208.73706976961805,-126.63073048110446,-60.61252856362021,-13.575143183808148
107120.0521789,-185.50365376935125,-369.93813454367336,-330.7864566130251,153.66111632890338,-184.0318219559949,-57.09134300839334,-38.00161082922126,6.915469299587487
107120.0566577,-172.46807929562792,-366.5239055781252,-326.3130518194015,192.3661631861412,-176.97047150784206,67.56696607784524,-34.81715572302549,40.07595203150703
107120.0606577,-192.07438997507276,-386.58485816126864,-346.9695343283009,172.18230875030676,-198.93190080838588,-2.6688656815290988,-54.442459382591586,18.69105285538688
107120.0646577,-206.35597597673996,-393.7890611402689,-354.8981826654332,139.46147217165534,-209.00686231011375,-111.63072361492797,-61.532791792366055,-10.04796451252951
107120.0686577,-192.01643696576724,-375.1190244362086,-335.96031792966716,144.4305007051249,-189.76225044072427,-89.01381412871947,-42.912680896416454,-1.6856518831825849
107120.0726577,-171.67870692198585,-364.2826848110963,-323.6531724013445,190.41372521124487,-174.4195131882538,64.17767545999257,-32.33913797771992,39.3425381450517
107120.0766577,-189.70728785035467,-384.69836219809054,-344.53046569824187,176.68570504479135,-196.020236847075,13.100523317108848,-52.22023978113727,23.51119754317523
107120.0806577,-205.68651503685297,-394.4815286608745,-355.0510651050474,144.31459468651389,-208.69011800953663,-93.4072961564026,-61.799577543019254,-5.784374032527443
107120.0846577,-198.4353166420204,-380.9903300290576,-341.7526939249084,136.89352085103343,-195.94429766840312,-114.65630725818438,-48.29837628727981,-8.993807731564054
107120.0886577,-172.55001022610938,-363.38239408838234,-322.6849533302468,185.74546297352694,-173.78602458709958,52.075357257873506,-31.122111139882104,35.85932217916077
107120.0985765,-187.06539460166405,-382.17335722240597,-341.75869659065563,180.98925622564258,-193.09957980108095,28.925866710206904,-49.56736165412916,27.73382187581547
107120.1025765,-204.20468605654298,-394.1208011912765,-354.5634521954897,149.59337168648057,-207.82080104207859,-74.47844087622634,-61.38490793622864,-1.17805785581404
107120.1065765,-203.48827335657458,-385.83943621483434,-346.6298052748806,131.9434825692007,-201.29003167629622,-131.7096732813755,-53.24741594381094,-14.047765799904264
107120.1105765,-174.75924224167412,-363.35541483433275,-322.5390558107748,178.8509757192106,-174.45248419411294,32.049370202707955,-31.347931425294583,30.18086313738067
107120.1145765,-183.8899407656048,-378.7331094293278,-337.82882772347887,184.78621515923697,-189.39353396871348,42.84173757273695,-46.52379184150636,31.44085541954683
107120.1185765,-202.30022575187397,-393.10864260690875,-353.07664645957834,154.72926341378664,-206.35597597673996,-56.1470964015027,-60.60952723074657,3.3603127489576883
107120.1225765,-207.0724105045838,-389.8082678396798,-350.36680303462856,129.7792159770519,-205.23786488496393,-139.23565188624286,-57.32316050258423,-16.485816705270707
107120.1265765,-178.01663792215257,-364.62540428345255,-323.84300943408647,170.49965240196838,-176.20807838824953,4.991008521921203,-32.69984907641139,23.24541041782362
107120.1305765,-180.285820197626,-374.78628030293055,-333.52727379323085,188.1535360204546,-184.7332607334083,55.104929945367424,-42.71783709474434,35.83933875919121
107120.1409134,-199.9760808860309,-391.73872514400335,-351.16917390809795,160.05500308777243,-204.2666553949303,-38.13650164250025,-59.31156535924447,8.395286022629925
107120.1449134,-209.09679315694564,-392.75490005745297,-352.9937005328887,130.36874323706064,-208.0875813357629,-137.42910051688074,-60.323756685425394,-16.572746219228968
107120.1489134,-182.9407010322062,-367.4961191504293,-326.7507007220664,160.82438112750722,-179.87815188188426,-27.17826424696746,-35.51559862453409,14.721226697966474
107120.1529134,-177.2022835450641,-371.0332827104816,-329.5884336692463,190.16191884011553,-180.76444002250054,63.202455097846,-39.210643207677485,38.39329568316867
107120.1569134,-197.08838393195828,-389.8532332630957,-349.2027442650416,165.54361145438838,-201.86755360481038,-20.25480185224059,-57.65389101435249,13.518188799804232
107120.1609134,-209.1797172557598,-394.1477804453261,-354.3446277441572,133.6091459165054,-209.2416647662717,-127.610943969759,-61.87651534699273,-14.214631722225214
107120.1649134,-188.57518509041864,-371.58984987856894,-331.04125340309037,151.1900916891934,-185.09697862194224,-60.44366266221164,-39.62930731567446,5.4496418572811836
