Timestamp,Canal4_Alpha,Canal4_Beta,Canal5_Alpha,Canal5_Beta
99652.9935343,0.0001883995440587,0.0001013326321433,0.000183852066658,0.0001019454451503
99653.4137894,0.00018961166465172855,0.00010079261134048428,0.00018439108676800023,0.00010186347196138832
99653.8051993,0.00018828758918086852,0.00010041116882211629,0.00018388630997773797,0.00010179661395333523
99653.847398,0.00018519533329909132,0.0001006452572762733,0.00018255071709957912,0.00010188470661643925
99653.8921027,0.0001839794176478294,0.0001018865449803363,0.00018192394015362833,0.00010235882871877333
99654.0826917,0.00018410342574227728,0.00010324570200677788,0.0001819041919364466,0.00010288689625316658
99654.3307817,0.00018404717135010604,0.00010383744073602527,0.00018201524015233882,0.00010311686248936567
99654.5787841,0.0001833273101035583,0.0001030927050977074,0.00018196275366575242,0.00010284195746671512
99654.9189527,0.00018242525779393366,0.00010228103490197266,0.00018186836495113262,0.00010254829525810798
99655.385397,0.000182807466860786,0.00010202193876151596,0.0001822062780692865,0.00010241469225819211
99655.8495179,0.00018245536579424907,0.00010203238424473426,0.0001821567302606475,0.00010232335316569094
99655.8864603,0.00018224355610615376,0.00010236133785085361,0.0001821017671367713,0.00010241213972663453
99655.9269999,0.000182774527623365,0.00010321543767428532,0.0001823260198798665,0.0001027877900402842
99656.0667942,0.00018393595241497583,0.00010371269626254602,0.00018271631223616195,0.0001029840477715755
99656.3150383,0.00018551102309644787,0.00010347332841989592,0.0001832308173528545,0.00010289673221808561
99656.5627716,0.0001861814434974422,0.00010287259039354385,0.00018345348438378043,0.00010266148267445604
99656.855232,0.0001858882137530524,0.00010214860231347591,0.00018332248009365264,0.00010240294826556146
99657.307573,0.00018543036680301788,0.00010184604091991321,0.00018323000760946386,0.00010231594434270206
99657.7761862,0.00018516878399791673,0.00010240039791997796,0.00018332379351280548,0.00010255980471784319
99657.8454274,0.00018481472190995529,0.00010331435296770822,0.00018329725287350468,0.00010290475193031408
99657.8906654,0.00018404732116711646,0.00010368453374098135,0.0001829409838320645,0.00010298963733888195
99658.0508343,0.00018419630996436445,0.00010374740937740053,0.00018296879801496174,0.00010295331288039747
99658.2989041,0.00018458430774698342,0.00010327018607614143,0.00018320843185976618,0.00010278860643104392
99658.5467246,0.00018447820103174598,0.00010233298129091756,0.00018314154877342495,0.0001024830222535967
99658.7957477,0.00018423189505057855,0.00010175012107661779,0.0001828486461838217,0.00010228331832373117
99659.2774209,0.00018470127605375462,0.0001021602645372092,0.00018287107152773288,0.00010245627768776553
99659.7557212,0.00018406395780504184,0.00010285115640602516,0.00018265188310572292,0.00010272216765718249
